id,region,usuario,antiguedad,genero
50884,RegionA,Ligero,47.6251289,Mujer
50885,RegionB,Ligero,13.32648983,Hombre
50886,RegionC,Pesado,48.15966931,Hombre
50887,RegionB,Pesado,33.39284927,Mujer
50888,RegionB,Ligero,23.73884275,Mujer
50889,RegionB,Ligero,56.17526126,Mujer
50890,RegionB,Pesado,36.43328568,Mujer
50891,RegionC,Pesado,32.44191758,Mujer
50892,RegionA,Ligero,16.48617156,Hombre
50893,RegionB,Ligero,35.70681593,Mujer
50894,RegionB,Pesado,33.34772669,Mujer
50895,RegionB,Ligero,44.04310915,Hombre
50896,RegionA,Ligero,24.79096549,Mujer
50897,RegionA,Ligero,38.92137255,Hombre
50898,RegionA,Pesado,41.61150944,Hombre
50899,RegionB,Ligero,58.36581838,Mujer
50900,RegionB,Ligero,20.07214784,Hombre
50901,RegionC,Pesado,36.18478691,Hombre
50902,RegionC,Pesado,24.43465566,Hombre
50903,RegionA,Ligero,50.50674528,Hombre
50904,RegionA,Pesado,26.66327794,Hombre
50905,RegionC,Ligero,24.85951,Hombre
50906,RegionC,Ligero,36.66113578,Mujer
50907,RegionA,Ligero,32.00080128,Mujer
50908,RegionB,Pesado,33.14204171,Hombre
50909,RegionB,Ligero,39.68956191,Hombre
50910,RegionB,Pesado,38.58119873,Mujer
50911,RegionC,Ligero,41.53612966,Hombre
50912,RegionB,Ligero,15.80505478,Hombre
50913,RegionC,Ligero,19.03953095,Hombre
50914,RegionB,Ligero,52.79777131,Hombre
50915,RegionC,Ligero,14.60898322,Hombre
50916,RegionB,Ligero,32.64628586,Hombre
50917,RegionA,Ligero,31.49864055,Mujer
50918,RegionB,Pesado,33.97435873,Mujer
50919,RegionC,Ligero,64.65887587,Hombre
50920,RegionC,Ligero,50.51057592,Mujer
50921,RegionC,Ligero,54.35695127,Hombre
50922,RegionB,Ligero,49.38316124,Hombre
50923,RegionC,Ligero,57.64990194,Hombre
50924,RegionB,Pesado,50.90555627,Mujer
50925,RegionB,Ligero,50.67367363,Mujer
50926,RegionA,Ligero,62.03859848,Hombre
50927,RegionC,Ligero,57.63439231,Hombre
50928,RegionB,Pesado,36.86485884,Mujer
50929,RegionC,Pesado,54.31031016,Hombre
50930,RegionB,Ligero,50.72631548,Mujer
50931,RegionC,Pesado,52.17381796,Hombre
50932,RegionC,Pesado,63.93120697,Hombre
50933,RegionC,Ligero,44.04612299,Mujer
50934,RegionB,Ligero,21.97073139,Mujer
50935,RegionC,Ligero,32.46234585,Hombre
50936,RegionA,Ligero,43.19819569,Mujer
50937,RegionA,Ligero,43.16797141,Hombre
50938,RegionC,Pesado,55.33584349,Mujer
50939,RegionB,Ligero,44.89498475,Hombre
50940,RegionB,Ligero,31.91103301,Mujer
50941,RegionB,Ligero,26.24661722,Mujer
50942,RegionA,Ligero,50.83564024,Mujer
50943,RegionC,Ligero,42.11976936,Hombre
50944,RegionA,Ligero,61.93409539,Mujer
50945,RegionA,Pesado,24.33037364,Hombre
50946,RegionB,Ligero,26.98652044,Mujer
50947,RegionB,Ligero,27.04497483,Mujer
50948,RegionA,Ligero,33.96303856,Mujer
50949,RegionC,Ligero,47.02055536,Mujer
50950,RegionB,Ligero,29.79833331,Mujer
50951,RegionA,Ligero,61.03067757,Mujer
50952,RegionA,Ligero,28.52562185,Hombre
50953,RegionB,Ligero,27.71269754,Hombre
50954,RegionC,Ligero,25.51628691,Hombre
50955,RegionA,Ligero,59.75975987,Mujer
50956,RegionA,Pesado,30.5543085,Mujer
50957,RegionB,Ligero,37.61661289,Hombre
50958,RegionA,Ligero,40.66606084,Hombre
50959,RegionA,Pesado,43.99088855,Mujer
50960,RegionB,Ligero,38.11051105,Mujer
50961,RegionC,Ligero,28.41772671,Mujer
50962,RegionB,Ligero,47.00356212,Mujer
50963,RegionA,Ligero,44.7104585,Hombre
50964,RegionB,Ligero,41.70981973,Mujer
50965,RegionB,Ligero,31.20016606,Hombre
50966,RegionB,Pesado,48.06904107,Hombre
50967,RegionC,Pesado,45.38877662,Mujer
50968,RegionB,Ligero,23.38073919,Hombre
50969,RegionC,Ligero,41.85061658,Hombre
50970,RegionC,Ligero,47.94664956,Hombre
50971,RegionA,Pesado,23.38429484,Hombre
50972,RegionA,Pesado,54.63930141,Hombre
50973,RegionB,Pesado,55.76765979,Mujer
50974,RegionB,Ligero,35.96897944,Mujer
50975,RegionA,Ligero,36.75249451,Mujer
50976,RegionB,Ligero,25.79072158,Mujer
50977,RegionA,Ligero,39.66791935,Mujer
50978,RegionA,Pesado,28.64752222,Mujer
50979,RegionC,Ligero,58.54757322,Hombre
50980,RegionB,Pesado,39.63664443,Mujer
50981,RegionA,Ligero,34.74207438,Hombre
50982,RegionC,Pesado,48.24204577,Mujer
50983,RegionA,Ligero,46.06022911,Mujer
50984,RegionB,Ligero,21.69260267,Mujer
50985,RegionB,Pesado,48.68591769,Hombre
50986,RegionC,Ligero,61.26814259,Mujer
50987,RegionB,Pesado,19.68759724,Mujer
50988,RegionC,Ligero,36.22151147,Hombre
50989,RegionA,Ligero,24.33944515,Mujer
50990,RegionA,Ligero,28.80009358,Hombre
50991,RegionB,Ligero,23.98319243,Hombre
50992,RegionA,Ligero,52.48661085,Hombre
50993,RegionB,Pesado,41.01693646,Mujer
50994,RegionB,Ligero,44.73320258,Mujer
50995,RegionC,Pesado,25.9644832,Hombre
50996,RegionC,Ligero,16.54708994,Hombre
50997,RegionA,Ligero,38.80048751,Hombre
50998,RegionB,Ligero,39.72323727,Mujer
50999,RegionB,Ligero,35.597204,Hombre
51000,RegionB,Ligero,30.45414098,Mujer
51001,RegionB,Ligero,19.15305406,Hombre
51002,RegionB,Ligero,36.36299868,Hombre
51003,RegionC,Ligero,16.44598272,Hombre
51004,RegionA,Ligero,41.24294621,Mujer
51005,RegionB,Ligero,39.35563454,Mujer
51006,RegionB,Ligero,46.35833345,Hombre
51007,RegionB,Ligero,53.82080123,Hombre
51008,RegionC,Ligero,30.61878118,Hombre
51009,RegionB,Ligero,48.34315245,Hombre
51010,RegionA,Ligero,58.51285872,Hombre
51011,RegionB,Pesado,23.78398284,Hombre
51012,RegionC,Pesado,21.05158888,Mujer
51013,RegionC,Ligero,56.45885151,Mujer
51014,RegionC,Ligero,43.86125888,Hombre
51015,RegionB,Ligero,38.17679106,Mujer
51016,RegionB,Ligero,40.38639128,Hombre
51017,RegionA,Pesado,35.35930972,Mujer
51018,RegionC,Ligero,32.40745058,Mujer
51019,RegionA,Ligero,41.20227142,Mujer
51020,RegionA,Ligero,22.73606383,Hombre
51021,RegionC,Ligero,66.55582057,Mujer
51022,RegionB,Ligero,47.10637158,Mujer
51023,RegionC,Pesado,48.48021304,Mujer
51024,RegionB,Pesado,27.2365423,Mujer
51025,RegionA,Pesado,22.81051467,Hombre
51026,RegionC,Pesado,16.08115174,Mujer
51027,RegionB,Ligero,45.71492721,Hombre
51028,RegionB,Pesado,39.65683089,Hombre
51029,RegionC,Ligero,67.53765446,Mujer
51030,RegionC,Ligero,58.79215437,Hombre
51031,RegionC,Ligero,41.00741461,Hombre
51032,RegionC,Ligero,64.6650634,Mujer
51033,RegionA,Ligero,21.52290589,Mujer
51034,RegionA,Pesado,51.6124941,Mujer
51035,RegionA,Pesado,51.13456077,Hombre
51036,RegionC,Pesado,61.7879384,Mujer
51037,RegionB,Pesado,26.23773812,Hombre
51038,RegionA,Ligero,21.67470477,Mujer
51039,RegionA,Ligero,51.65839923,Mujer
51040,RegionB,Ligero,44.8103463,Mujer
51041,RegionB,Ligero,53.78820575,Mujer
51042,RegionB,Pesado,73.22191114,Mujer
51043,RegionB,Ligero,56.56271553,Mujer
51044,RegionA,Ligero,49.79191328,Mujer
51045,RegionB,Ligero,25.98360838,Mujer
51046,RegionB,Pesado,21.64746117,Hombre
51047,RegionC,Ligero,24.79254238,Hombre
51048,RegionA,Ligero,18.20624388,Hombre
51049,RegionB,Ligero,32.13860371,Hombre
51050,RegionB,Pesado,26.8019101,Hombre
51051,RegionC,Ligero,19.82028946,Mujer
51052,RegionB,Ligero,28.25102538,Hombre
51053,RegionC,Pesado,36.89428047,Mujer
51054,RegionB,Ligero,39.51997949,Mujer
51055,RegionC,Pesado,31.29141959,Mujer
51056,RegionC,Ligero,44.31310024,Hombre
51057,RegionC,Pesado,44.03627058,Hombre
51058,RegionB,Pesado,65.26168244,Mujer
51059,RegionB,Ligero,44.75190556,Hombre
51060,RegionC,Ligero,36.99942427,Hombre
51061,RegionB,Ligero,55.55092582,Mujer
51062,RegionB,Ligero,36.68040583,Hombre
51063,RegionB,Ligero,35.63278213,Hombre
51064,RegionB,Pesado,43.88631344,Hombre
51065,RegionB,Pesado,38.41409219,Mujer
51066,RegionA,Ligero,22.9849563,Mujer
51067,RegionC,Pesado,48.77205316,Mujer
51068,RegionA,Ligero,32.23187707,Mujer
51069,RegionB,Ligero,37.44688427,Mujer
51070,RegionA,Ligero,27.2869513,Mujer
51071,RegionA,Ligero,58.69723007,Mujer
51072,RegionA,Pesado,27.2620574,Mujer
51073,RegionA,Ligero,25.32465323,Hombre
51074,RegionB,Pesado,26.7526565,Hombre
51075,RegionC,Ligero,35.21691589,Mujer
51076,RegionA,Pesado,20.32518928,Mujer
51077,RegionB,Pesado,54.30756956,Mujer
51078,RegionA,Pesado,58.82139656,Mujer
51079,RegionA,Pesado,53.13553342,Mujer
51080,RegionB,Ligero,57.73090316,Hombre
51081,RegionB,Pesado,34.28194315,Mujer
51082,RegionB,Ligero,51.76284311,Mujer
51083,RegionB,Pesado,28.45707762,Hombre
51084,RegionB,Ligero,24.83624501,Hombre
51085,RegionC,Pesado,53.50637626,Mujer
51086,RegionB,Ligero,39.0379263,Hombre
51087,RegionA,Pesado,31.3004722,Hombre
51088,RegionA,Ligero,50.98934711,Mujer
51089,RegionB,Ligero,46.84102285,Mujer
51090,RegionC,Ligero,38.64933988,Mujer
51091,RegionA,Pesado,42.80849679,Hombre
51092,RegionA,Pesado,39.50466357,Hombre
51093,RegionB,Pesado,33.60354558,Mujer
51094,RegionC,Ligero,33.11371042,Mujer
51095,RegionB,Ligero,50.50773429,Hombre
51096,RegionA,Ligero,31.0839113,Mujer
51097,RegionB,Ligero,46.64656055,Hombre
51098,RegionB,Ligero,29.28490993,Hombre
51099,RegionB,Ligero,44.41223333,Mujer
51100,RegionA,Pesado,33.24230085,Hombre
51101,RegionB,Ligero,62.13274534,Hombre
51102,RegionC,Ligero,23.02840835,Mujer
51103,RegionC,Pesado,49.87444382,Hombre
51104,RegionB,Ligero,12.81663208,Hombre
51105,RegionC,Pesado,31.93678867,Mujer
51106,RegionB,Ligero,51.87820255,Hombre
51107,RegionC,Pesado,36.09561539,Hombre
51108,RegionC,Ligero,43.76822128,Mujer
51109,RegionC,Pesado,61.2392397,Hombre
51110,RegionA,Ligero,19.31646372,Hombre
51111,RegionB,Pesado,39.52299571,Hombre
51112,RegionB,Pesado,51.99831196,Hombre
51113,RegionC,Pesado,51.84527674,Mujer
51114,RegionC,Ligero,38.73071237,Hombre
51115,RegionA,Pesado,62.20718746,Mujer
51116,RegionA,Ligero,12.27544963,Mujer
51117,RegionC,Ligero,30.39755081,Mujer
51118,RegionC,Ligero,52.54136793,Mujer
51119,RegionA,Ligero,35.13016644,Mujer
51120,RegionB,Pesado,16.09098384,Hombre
51121,RegionC,Ligero,32.85525423,Hombre
51122,RegionB,Ligero,56.33171875,Hombre
51123,RegionB,Ligero,66.42261218,Mujer
51124,RegionB,Pesado,67.7652667,Mujer
51125,RegionB,Ligero,27.61523034,Mujer
51126,RegionB,Ligero,31.3240175,Mujer
51127,RegionB,Ligero,54.4023886,Mujer
51128,RegionA,Ligero,20.78561877,Hombre
51129,RegionC,Ligero,56.16162941,Hombre
51130,RegionA,Ligero,17.35872704,Mujer
51131,RegionA,Pesado,26.1753335,Hombre
51132,RegionB,Ligero,38.32249084,Hombre
51133,RegionB,Pesado,24.15226681,Mujer
51134,RegionB,Ligero,42.72410355,Hombre
51135,RegionA,Ligero,29.86052164,Hombre
51136,RegionB,Ligero,49.4197135,Hombre
51137,RegionC,Pesado,29.38463223,Mujer
51138,RegionC,Ligero,54.10998004,Hombre
51139,RegionA,Ligero,48.2497342,Hombre
51140,RegionA,Ligero,39.78308083,Mujer
51141,RegionA,Ligero,17.75037299,Hombre
51142,RegionB,Ligero,27.15518286,Mujer
51143,RegionB,Pesado,59.41892904,Mujer
51144,RegionB,Ligero,49.9369658,Hombre
51145,RegionB,Ligero,61.11580498,Mujer
51146,RegionA,Ligero,28.76991803,Hombre
51147,RegionB,Ligero,27.8883697,Mujer
51148,RegionA,Ligero,42.49745761,Hombre
51149,RegionC,Ligero,44.96462329,Hombre
51150,RegionA,Ligero,48.0207528,Hombre
51151,RegionC,Ligero,68.76101155,Hombre
51152,RegionB,Ligero,55.93200936,Hombre
51153,RegionB,Ligero,40.60972524,Mujer
51154,RegionA,Ligero,42.72294203,Hombre
51155,RegionC,Ligero,60.25571297,Mujer
51156,RegionB,Ligero,56.03008386,Mujer
51157,RegionA,Ligero,41.32357789,Hombre
51158,RegionA,Pesado,39.01735839,Hombre
51159,RegionA,Ligero,43.84657875,Mujer
51160,RegionC,Ligero,36.40059276,Hombre
51161,RegionC,Pesado,57.03407975,Hombre
51162,RegionA,Ligero,37.19935338,Mujer
51163,RegionC,Ligero,22.43474496,Mujer
51164,RegionB,Pesado,42.07329642,Mujer
51165,RegionA,Ligero,63.03110365,Mujer
51166,RegionC,Pesado,31.0708201,Hombre
51167,RegionB,Ligero,43.22127388,Hombre
51168,RegionC,Ligero,35.31804965,Mujer
51169,RegionC,Ligero,56.40109679,Hombre
51170,RegionB,Ligero,37.42339827,Mujer
51171,RegionB,Ligero,61.30779743,Mujer
51172,RegionC,Ligero,38.12336937,Hombre
51173,RegionA,Ligero,46.82576851,Hombre
51174,RegionB,Ligero,35.27351031,Hombre
51175,RegionA,Ligero,39.26290635,Mujer
51176,RegionC,Ligero,17.60363007,Mujer
51177,RegionC,Ligero,50.51473938,Mujer
51178,RegionB,Ligero,25.00880121,Mujer
51179,RegionA,Ligero,40.44731535,Hombre
51180,RegionC,Pesado,40.06901567,Mujer
51181,RegionA,Ligero,25.63090066,Hombre
51182,RegionC,Ligero,45.18303406,Hombre
51183,RegionB,Ligero,25.8586374,Hombre
51184,RegionB,Pesado,44.4684889,Hombre
51185,RegionC,Ligero,57.23544097,Hombre
51186,RegionC,Pesado,59.05506806,Hombre
51187,RegionA,Ligero,47.07552839,Mujer
51188,RegionA,Ligero,51.7122526,Mujer
51189,RegionB,Ligero,28.86821352,Mujer
51190,RegionB,Ligero,48.64921046,Hombre
51191,RegionA,Ligero,43.40918831,Mujer
51192,RegionC,Ligero,43.77038806,Mujer
51193,RegionB,Pesado,46.4565953,Mujer
51194,RegionA,Ligero,32.64680003,Hombre
51195,RegionC,Pesado,27.81097547,Hombre
51196,RegionC,Ligero,52.96758137,Mujer
51197,RegionA,Ligero,32.52915757,Hombre
51198,RegionC,Ligero,55.9133383,Mujer
51199,RegionA,Pesado,33.86349378,Mujer
51200,RegionB,Pesado,60.69708829,Hombre
51201,RegionB,Ligero,31.13268704,Mujer
51202,RegionA,Ligero,38.92884356,Mujer
51203,RegionC,Ligero,52.74345507,Mujer
51204,RegionB,Pesado,47.09846349,Mujer
51205,RegionC,Ligero,19.25280572,Hombre
51206,RegionA,Ligero,44.9139985,Mujer
51207,RegionB,Ligero,27.55379678,Hombre
51208,RegionA,Ligero,25.06403048,Mujer
51209,RegionC,Ligero,50.81814013,Mujer
51210,RegionB,Pesado,38.38324049,Hombre
51211,RegionA,Ligero,53.11794897,Hombre
51212,RegionA,Ligero,41.95229838,Hombre
51213,RegionA,Ligero,41.46646888,Hombre
51214,RegionB,Ligero,60.94949442,Hombre
51215,RegionB,Ligero,44.01426134,Mujer
51216,RegionA,Ligero,42.30558183,Hombre
51217,RegionA,Pesado,27.11701406,Mujer
51218,RegionB,Ligero,46.12776331,Hombre
51219,RegionC,Pesado,50.72897886,Mujer
51220,RegionC,Ligero,34.37956346,Mujer
51221,RegionA,Pesado,27.09677566,Hombre
51222,RegionA,Pesado,30.65544727,Mujer
51223,RegionB,Pesado,18.10355078,Hombre
51224,RegionB,Ligero,50.45334572,Mujer
51225,RegionA,Ligero,33.51415935,Mujer
51226,RegionA,Ligero,32.31450804,Hombre
51227,RegionA,Ligero,27.06780484,Hombre
51228,RegionC,Ligero,53.64539913,Mujer
51229,RegionC,Ligero,40.2913085,Mujer
51230,RegionB,Ligero,36.26448648,Hombre
51231,RegionA,Pesado,45.02321443,Mujer
51232,RegionB,Ligero,51.19308286,Mujer
51233,RegionC,Ligero,34.23204848,Hombre
51234,RegionB,Ligero,37.31963743,Mujer
51235,RegionA,Ligero,54.16232813,Mujer
51236,RegionA,Pesado,21.24157056,Hombre
51237,RegionC,Ligero,31.64538688,Mujer
51238,RegionA,Pesado,56.42890548,Hombre
51239,RegionA,Pesado,36.64945714,Mujer
51240,RegionC,Pesado,44.75269163,Hombre
51241,RegionB,Ligero,24.36973272,Mujer
51242,RegionA,Ligero,44.90158969,Mujer
51243,RegionA,Ligero,53.69783453,Hombre
51244,RegionB,Pesado,54.90347984,Mujer
51245,RegionB,Ligero,36.25438399,Hombre
51246,RegionC,Ligero,19.1347041,Hombre
51247,RegionC,Ligero,35.13572413,Mujer
51248,RegionA,Pesado,39.66564911,Hombre
51249,RegionB,Pesado,39.14403983,Mujer
51250,RegionA,Ligero,39.24382656,Hombre
51251,RegionA,Ligero,37.29113175,Hombre
51252,RegionC,Ligero,17.57841216,Mujer
51253,RegionC,Pesado,51.71663137,Hombre
51254,RegionB,Ligero,39.36318114,Mujer
51255,RegionB,Pesado,47.57603768,Hombre
51256,RegionB,Ligero,37.81656549,Mujer
51257,RegionB,Ligero,24.93389248,Mujer
51258,RegionB,Ligero,41.95566064,Mujer
51259,RegionA,Pesado,24.70105015,Mujer
51260,RegionC,Pesado,20.89504315,Mujer
51261,RegionA,Ligero,53.16903627,Hombre
51262,RegionB,Ligero,25.58566236,Mujer
51263,RegionC,Ligero,61.21618079,Hombre
51264,RegionC,Ligero,28.99752235,Mujer
51265,RegionA,Ligero,57.17677587,Hombre
51266,RegionC,Ligero,48.27815727,Mujer
51267,RegionC,Ligero,33.54417525,Mujer
51268,RegionB,Ligero,26.00409448,Hombre
51269,RegionC,Ligero,44.00148885,Mujer
51270,RegionA,Pesado,33.20046968,Mujer
51271,RegionC,Ligero,32.8735114,Mujer
51272,RegionA,Ligero,61.07245192,Mujer
51273,RegionB,Ligero,44.65183407,Hombre
51274,RegionC,Ligero,40.40719364,Hombre
51275,RegionC,Ligero,50.08617854,Mujer
51276,RegionB,Ligero,38.53720627,Mujer
51277,RegionB,Pesado,40.5852026,Hombre
51278,RegionC,Ligero,35.8094145,Hombre
51279,RegionA,Ligero,59.27441893,Mujer
51280,RegionB,Ligero,41.13437106,Hombre
51281,RegionB,Ligero,57.26722268,Hombre
51282,RegionC,Ligero,40.60043098,Mujer
51283,RegionA,Ligero,58.3758766,Mujer
51284,RegionC,Ligero,51.85441806,Mujer
51285,RegionC,Pesado,57.47132582,Mujer
51286,RegionB,Ligero,13.70859985,Hombre
51287,RegionC,Pesado,50.87289284,Mujer
51288,RegionB,Pesado,36.70442777,Hombre
51289,RegionC,Ligero,29.30234939,Mujer
51290,RegionC,Ligero,18.86567884,Mujer
51291,RegionB,Ligero,66.6568658,Hombre
51292,RegionC,Ligero,49.03541547,Hombre
51293,RegionC,Ligero,32.60832637,Hombre
51294,RegionB,Ligero,60.8805317,Hombre
51295,RegionC,Pesado,66.84082043,Mujer
51296,RegionB,Ligero,66.90137736,Hombre
51297,RegionC,Ligero,55.25701393,Mujer
51298,RegionB,Ligero,47.54868693,Mujer
51299,RegionC,Ligero,66.06499606,Hombre
51300,RegionB,Ligero,25.09499345,Hombre
51301,RegionA,Pesado,23.4343244,Hombre
51302,RegionB,Ligero,45.56348639,Hombre
51303,RegionA,Ligero,17.65434702,Mujer
51304,RegionB,Ligero,34.56752222,Mujer
51305,RegionC,Pesado,42.73937138,Hombre
51306,RegionC,Pesado,39.92742181,Mujer
51307,RegionA,Pesado,37.23716511,Mujer
51308,RegionC,Ligero,47.9765208,Mujer
51309,RegionC,Pesado,54.83526893,Mujer
51310,RegionA,Pesado,30.8298366,Mujer
51311,RegionA,Ligero,52.09140146,Mujer
51312,RegionA,Ligero,43.00146736,Mujer
51313,RegionA,Ligero,44.1495238,Hombre
51314,RegionA,Ligero,53.9716094,Hombre
51315,RegionB,Pesado,61.03885732,Mujer
51316,RegionB,Ligero,40.12772717,Mujer
51317,RegionA,Ligero,38.02493336,Mujer
51318,RegionB,Ligero,51.62220166,Mujer
51319,RegionB,Ligero,40.84882626,Mujer
51320,RegionA,Ligero,33.19289019,Hombre
51321,RegionC,Ligero,48.99140114,Mujer
51322,RegionB,Pesado,61.09114747,Mujer
51323,RegionA,Pesado,35.21852451,Mujer
51324,RegionB,Ligero,33.97097799,Hombre
51325,RegionA,Pesado,67.40295376,Mujer
51326,RegionC,Ligero,54.50109128,Mujer
51327,RegionB,Ligero,52.39267713,Mujer
51328,RegionB,Ligero,20.84860045,Mujer
51329,RegionA,Ligero,26.44193319,Hombre
51330,RegionC,Ligero,36.33490372,Mujer
51331,RegionB,Ligero,48.72569988,Hombre
51332,RegionB,Ligero,53.04071618,Mujer
51333,RegionA,Ligero,55.98433044,Mujer
51334,RegionC,Ligero,50.07512936,Mujer
51335,RegionC,Ligero,29.64360846,Hombre
51336,RegionA,Ligero,39.54746172,Mujer
51337,RegionB,Ligero,51.18013522,Mujer
51338,RegionA,Ligero,45.08528359,Hombre
51339,RegionA,Ligero,43.67020375,Mujer
51340,RegionB,Ligero,34.26883924,Mujer
51341,RegionA,Pesado,48.34711033,Mujer
51342,RegionC,Ligero,70.63002319,Hombre
51343,RegionB,Ligero,48.50779543,Hombre
51344,RegionA,Ligero,44.86367845,Mujer
51345,RegionC,Pesado,40.55926223,Mujer
51346,RegionC,Pesado,56.61509023,Mujer
51347,RegionC,Ligero,58.1021033,Mujer
51348,RegionC,Ligero,55.44360891,Hombre
51349,RegionA,Pesado,15.14586614,Mujer
51350,RegionB,Ligero,36.2086631,Hombre
51351,RegionB,Pesado,30.46108732,Mujer
51352,RegionB,Ligero,57.93564072,Hombre
51353,RegionC,Pesado,57.3945186,Hombre
51354,RegionC,Ligero,61.64807628,Mujer
51355,RegionA,Ligero,30.00404707,Mujer
51356,RegionB,Pesado,51.95879329,Hombre
51357,RegionC,Ligero,50.59997673,Mujer
51358,RegionC,Ligero,32.3616462,Hombre
51359,RegionC,Ligero,29.11508207,Hombre
51360,RegionB,Ligero,32.30668033,Hombre
51361,RegionB,Ligero,28.59249855,Hombre
51362,RegionB,Pesado,33.1089257,Hombre
51363,RegionB,Ligero,37.34701807,Hombre
51364,RegionC,Ligero,49.25914366,Mujer
51365,RegionB,Ligero,46.13565539,Hombre
51366,RegionA,Ligero,59.24850075,Hombre
51367,RegionC,Ligero,39.80024412,Hombre
51368,RegionA,Pesado,40.97534804,Hombre
51369,RegionA,Pesado,40.6056347,Mujer
51370,RegionB,Ligero,27.43411811,Hombre
51371,RegionA,Ligero,57.71773201,Hombre
51372,RegionC,Ligero,25.42595065,Mujer
51373,RegionA,Ligero,59.76895036,Mujer
51374,RegionC,Pesado,57.65194178,Hombre
51375,RegionC,Ligero,42.57987835,Mujer
51376,RegionB,Ligero,56.84788241,Mujer
51377,RegionB,Pesado,33.16226698,Mujer
51378,RegionB,Ligero,39.78345137,Hombre
51379,RegionC,Ligero,63.15180539,Hombre
51380,RegionC,Pesado,33.36058242,Mujer
51381,RegionC,Ligero,55.20391324,Hombre
51382,RegionC,Ligero,35.34469316,Hombre
51383,RegionB,Ligero,50.79216963,Mujer
51384,RegionB,Ligero,19.90488025,Hombre
51385,RegionC,Pesado,33.61968946,Hombre
51386,RegionB,Ligero,40.2226509,Hombre
51387,RegionC,Ligero,30.61562831,Hombre
51388,RegionA,Ligero,29.42040197,Hombre
51389,RegionA,Pesado,43.18855414,Hombre
51390,RegionA,Ligero,44.3351955,Mujer
51391,RegionB,Ligero,53.06914705,Hombre
51392,RegionB,Ligero,45.68667348,Mujer
51393,RegionB,Pesado,52.97265173,Hombre
51394,RegionA,Pesado,57.48186832,Mujer
51395,RegionB,Ligero,40.89426859,Hombre
51396,RegionC,Ligero,45.40839189,Hombre
51397,RegionC,Ligero,38.38301397,Hombre
51398,RegionC,Pesado,17.04546642,Mujer
51399,RegionB,Ligero,52.24470664,Hombre
51400,RegionC,Pesado,32.74632594,Mujer
51401,RegionC,Ligero,23.616504,Mujer
51402,RegionC,Ligero,21.20585339,Mujer
51403,RegionC,Ligero,40.85703788,Mujer
51404,RegionA,Ligero,63.18340725,Mujer
51405,RegionA,Ligero,24.74584129,Mujer
51406,RegionC,Pesado,33.66576741,Mujer
51407,RegionC,Ligero,36.0023253,Hombre
51408,RegionC,Ligero,54.45900305,Hombre
51409,RegionA,Pesado,35.10885809,Mujer
51410,RegionC,Ligero,29.95306654,Hombre
51411,RegionA,Pesado,46.85331606,Hombre
51412,RegionB,Ligero,50.60631664,Hombre
51413,RegionB,Pesado,53.15548492,Hombre
51414,RegionB,Ligero,67.45836076,Hombre
51415,RegionB,Ligero,65.04198367,Hombre
51416,RegionC,Ligero,52.92275071,Hombre
51417,RegionB,Ligero,59.66719246,Mujer
51418,RegionB,Ligero,61.37537414,Hombre
51419,RegionB,Ligero,26.24440879,Mujer
51420,RegionA,Ligero,42.393839,Hombre
51421,RegionA,Pesado,27.06575245,Mujer
51422,RegionB,Ligero,45.80124408,Mujer
51423,RegionC,Ligero,27.20976543,Mujer
51424,RegionA,Ligero,16.71482094,Mujer
51425,RegionB,Pesado,47.66285044,Hombre
51426,RegionB,Ligero,30.33436059,Mujer
51427,RegionB,Ligero,54.28707319,Mujer
51428,RegionB,Ligero,33.18843353,Hombre
51429,RegionB,Ligero,30.72616675,Hombre
51430,RegionA,Ligero,60.20493298,Mujer
51431,RegionB,Ligero,52.29220839,Mujer
51432,RegionB,Ligero,46.87674673,Hombre
51433,RegionA,Ligero,63.97435936,Mujer
51434,RegionA,Pesado,47.89607621,Mujer
51435,RegionC,Pesado,41.11300816,Mujer
51436,RegionB,Ligero,34.64351637,Hombre
51437,RegionC,Ligero,43.86571911,Hombre
51438,RegionC,Pesado,54.6458851,Hombre
51439,RegionB,Pesado,18.14660512,Hombre
51440,RegionC,Pesado,52.72195712,Hombre
51441,RegionC,Ligero,51.85521117,Hombre
51442,RegionA,Ligero,40.5546598,Hombre
51443,RegionC,Ligero,48.41069604,Mujer
51444,RegionA,Pesado,39.71231578,Hombre
51445,RegionB,Ligero,25.76315398,Hombre
51446,RegionA,Ligero,25.96317811,Mujer
51447,RegionA,Ligero,37.07820857,Mujer
51448,RegionB,Ligero,25.98444947,Hombre
51449,RegionB,Ligero,42.98094557,Mujer
51450,RegionA,Ligero,33.04804771,Hombre
51451,RegionB,Ligero,33.01023451,Hombre
51452,RegionC,Pesado,16.60999265,Mujer
51453,RegionA,Ligero,29.5719178,Mujer
51454,RegionC,Ligero,49.61653665,Mujer
51455,RegionA,Pesado,31.02649144,Mujer
51456,RegionC,Pesado,15.80106605,Hombre
51457,RegionB,Ligero,39.56343738,Mujer
51458,RegionB,Ligero,62.9763259,Mujer
51459,RegionA,Ligero,62.86757363,Mujer
51460,RegionC,Pesado,58.12144605,Hombre
51461,RegionA,Ligero,51.86231618,Mujer
51462,RegionC,Pesado,18.66818906,Mujer
51463,RegionC,Ligero,37.62276496,Mujer
51464,RegionA,Ligero,38.72381331,Mujer
51465,RegionA,Ligero,46.85644069,Mujer
